ts,datetime,open,high,low,close,volume
1777208400,2026-04-26T13:00:00+00:00,77851.74,78011.19,77805.72,77993.74,114.41742287
1777212000,2026-04-26T14:00:00+00:00,77990.84,78189.65,77893.44,78108.37,141.82659206
1777215600,2026-04-26T15:00:00+00:00,78108.38,78146.73,78014.81,78073.83,139.77387003
1777219200,2026-04-26T16:00:00+00:00,78073.83,78113.2,77945.42,77945.43,150.43766573
1777222800,2026-04-26T17:00:00+00:00,77945.42,78079.99,77867.2,78037.46,147.95245216
1777226400,2026-04-26T18:00:00+00:00,78037.46,78375.37,78009.17,78299.91,287.37518772
1777230000,2026-04-26T19:00:00+00:00,78299.91,78527.65,78044.32,78258.01,426.24724261
1777233600,2026-04-26T20:00:00+00:00,78258.0,78410.1,78178.8,78218.16,143.24661449
1777237200,2026-04-26T21:00:00+00:00,78216.01,78943.0,77873.76,78437.96,319.62388755
1777240800,2026-04-26T22:00:00+00:00,78437.96,78882.55,77989.33,78333.24,413.4963956
1777244400,2026-04-26T23:00:00+00:00,78334.0,78910.4,78059.0,78673.83,278.58425853
1777248000,2026-04-27T00:00:00+00:00,78673.84,79399.0,78417.72,79322.57,562.13681928
1777251600,2026-04-27T01:00:00+00:00,79328.0,79496.0,78750.01,79301.99,598.70610001
1777255200,2026-04-27T02:00:00+00:00,79301.99,79322.7,79048.0,79149.68,232.01831279
1777258800,2026-04-27T03:00:00+00:00,79146.4,79347.43,79091.87,79120.02,326.5039925
1777262400,2026-04-27T04:00:00+00:00,79120.02,79175.92,78893.94,78942.02,172.24102059
1777266000,2026-04-27T05:00:00+00:00,78942.06,78961.19,77584.43,77790.0,832.41416581
1777269600,2026-04-27T06:00:00+00:00,77790.01,77880.08,77481.0,77709.76,290.78408162
1777273200,2026-04-27T07:00:00+00:00,77709.76,77749.12,77572.0,77613.58,158.95803979
1777276800,2026-04-27T08:00:00+00:00,77613.58,77823.82,77563.02,77811.56,161.42116305
1777280400,2026-04-27T09:00:00+00:00,77814.18,77992.86,77706.41,77902.45,171.13970826
1777284000,2026-04-27T10:00:00+00:00,77902.44,77953.53,77790.47,77857.45,176.63582072
1777287600,2026-04-27T11:00:00+00:00,77857.46,77899.57,77745.01,77847.89,108.01723872
1777291200,2026-04-27T12:00:00+00:00,77847.88,77878.01,77620.0,77671.04,272.48314308
1777294800,2026-04-27T13:00:00+00:00,77671.04,77976.01,77572.4,77750.0,527.03025891
