timestamp_ms,rate,market,funding_index,mark_price
1778212800028,-0.00001,BTC-USD,,
1778209200028,-0.000013,BTC-USD,,
1778205600027,-0.00001,BTC-USD,,
1778202000027,-0.000015,BTC-USD,,
1778198400027,-0.000013,BTC-USD,,
1778194800027,-0.000013,BTC-USD,,
1778191201011,-0.000013,BTC-USD,,
1778187600027,0.000001,BTC-USD,,
1778184000027,-0.000007,BTC-USD,,
1778180400027,-0.000008,BTC-USD,,
1778176801017,-0.000006,BTC-USD,,
1778173201022,0.000007,BTC-USD,,
1778169600028,-0.000009,BTC-USD,,
1778166000028,-0.00001,BTC-USD,,
1778162400027,-0.000022,BTC-USD,,
1778158800027,-0.000025,BTC-USD,,
1778155200027,-0.000009,BTC-USD,,
1778151601027,-0.000009,BTC-USD,,
1778148000911,-0.000009,BTC-USD,,
1778144400797,-0.000017,BTC-USD,,
1778140800032,-0.000002,BTC-USD,,
1778137200027,0.000005,BTC-USD,,
1778133600027,0.000005,BTC-USD,,
1778130000564,0,BTC-USD,,
1778126401012,-0.000001,BTC-USD,,
1778122800028,-0.000006,BTC-USD,,
1778119200028,-0.000019,BTC-USD,,
1778115600027,-0.000007,BTC-USD,,
